Type,Id,Summary,Company,Product,First Approved (year),Week,Subsequent Approvals,Latency,Rejections (before first approval),Approved 1st time,Quarter,Rework Week,Rework Quarter,Rework Year,Adj Week,Adj Quarter,Adj Year
Change,CENPRO-23029,"Prod2 Change - DevFactory: Central Process: TT Spec System Design with ALP - 23029",DevFactory,DevFactory,2021,31,0,12,0,Y,3,,,,31,3,2021
Code Level Cost Reduction,CENPRO-23483,"Prod2 Code Level Cost Reduction - Jive: Jive Cloud: Rewrite Jive Core cache implementation - 23483",Aurea Jive,Jive,2021,41,0,67,0,Y,4,,,,41,4,2021
Product Evolution,CENPRO-23733,"Prod3 Product Evolution - CNU: DevFlows: AWS Adapters - 23733",DevFactory,CNU,2021,34,0,18,0,Y,3,,,,34,3,2021
Change,CENPRO-23734,"Prod2 Change - Crossover: XO.HireManage: Build Candidate Profile - 23734",Crossover,Crossover,2021,37,0,39,0,Y,3,,,,37,3,2021
Change,CENPRO-23735,"Prod2 Change - CNU: CloudFix: Go to market - 23735",DevFactory,CNU,2021,34,0,20,0,Y,3,,,,34,3,2021
Change,CENPRO-23737,"Prod2 Change - CNU: DevFlows: Network Access for Resources in AWS VPCs - 23737",DevFactory,CNU,2021,35,0,26,0,Y,3,,,,35,3,2021
Company Technical Teardown,CENPRO-23778,"Prod2 Company Technical Teardown - Imports: Ripl: Ripl - 23778",Imports,Imports,2021,34,0,17,0,Y,3,,,,34,3,2021
Technical Teardown,CENPRO-23779,"Prod2 Technical Teardown - Imports: Ripl: Ripl - 23779",Imports,Imports,2021,34,0,17,0,Y,3,,,,34,3,2021
Change,CENPRO-23908,"Prod2 Change - DF 3rd Party: Cloud Charging and Billing: Plan Lifecycle - 23908",DevFactory,DF 3rd Party,2021,33,1,3,0,Y,3,,,,33,3,2021
Technical Teardown,CENPRO-23928,"Prod2 Technical Teardown - InsideSales: Playbooks Telephony: TT for Playbooks Telephony - 23928",Aurea Enterprise,InsideSales,2021,34,0,14,0,Y,3,,,,34,3,2021
Technical Teardown,CENPRO-23929,"Prod2 Technical Teardown - InsideSales: Playbooks Email: TT for Playbooks Email - 23929",Aurea Enterprise,InsideSales,2021,39,0,48,0,Y,3,,,,39,3,2021
Technical Teardown,CENPRO-23930,"Prod2 Technical Teardown - InsideSales: Playbooks CRM: TT for Playbooks CRM - 23930",Aurea Enterprise,InsideSales,2021,39,0,48,0,Y,3,,,,39,3,2021
Company Technical Teardown,CENPRO-23950,"Prod2 Company Technical Teardown - Imports: Pareteum: Pareteum - 23950",Imports,Imports,2021,35,0,20,0,Y,3,,,,35,3,2021
Technical Teardown,CENPRO-23951,"Prod2 Technical Teardown - Imports: Pareteum: Pareteum - 23951",Imports,Imports,2021,37,0,34,0,Y,3,,,,37,3,2021
Change,CENPRO-23981,"Prod2 Change - CNU: DevFlows: DevFlows Adapters - Change to the Assembly Line process - 23981",DevFactory,CNU,2021,33,0,2,0,Y,3,,,,33,3,2021
New,CENPRO-24116,"Prod2 New - DF 3rd Party: CloudCRM: MVP for customized backend - 24116",DevFactory,DF 3rd Party,2021,45,0,86,0,Y,4,,,,45,4,2021
Playbook,CENPRO-24321,"Prod2 Playbook - DevFactory: Central Process: DevFlows RDS SQL Query Node - WU - 24321",DevFactory,DevFactory,2021,35,0,11,0,Y,3,,,,35,3,2021
Company Technical Teardown,CENPRO-24428,"Prod2 Company Technical Teardown - Imports: BryterCX: BryterCX - 24428",Imports,Imports,2021,35,0,4,0,Y,3,,,,35,3,2021
Technical Teardown,CENPRO-24429,"Prod2 Technical Teardown - Imports: Iris: BryterCX - 24429",Imports,Imports,2021,36,0,14,0,Y,3,,,,36,3,2021
Cost Optimization,CENPRO-24496,"CO1 Cost Optimization - DevFactory: Cost Optimization Product: CO1 - ElastiCache - 24496",DevFactory,DevFactory,2021,37,0,20,0,Y,3,,,,37,3,2021
Cost Optimization,CENPRO-24498,"CO1 Cost Optimization - DevFactory: Cost Optimization Product: CO1 - MediaConvert provisioned queues - 24498",DevFactory,DevFactory,2021,37,0,20,0,Y,3,,,,37,3,2021
Cost Optimization,CENPRO-24494,"CO1 Cost Optimization - DevFactory: Cost Optimization Product: CO1 - ASG instance resizing including Spot config - 24494",DevFactory,DevFactory,2021,50,0,109,0,Y,4,,,,50,4,2021
Technical Teardown,CENPRO-24633,"Prod2 Technical Teardown - DevFactory: Upland: TT for BlueVenn Unify - 24633",DevFactory,DevFactory,2021,50,0,107,3,N,4,,,,50,4,2021
Technical Teardown,CENPRO-24658,"Prod2 Technical Teardown - DevFactory: Other: CloudHealth - 24658",DevFactory,DevFactory,2021,40,0,39,0,Y,4,,,,40,4,2021
Technical Teardown,CENPRO-24659,"Prod2 Technical Teardown - Imports: Pareteum: A2P - 24659",Imports,Imports,2021,37,0,18,0,Y,3,,,,37,3,2021
Technical Teardown,CENPRO-24660,"Prod2 Technical Teardown - Imports: Pareteum: WiFi - 24660",Imports,Imports,2021,37,0,18,0,Y,3,,,,37,3,2021
Code Level Cost Reduction,CENPRO-25060,"Prod2 Code Level Cost Reduction - InsideSales: Other: Consolidate Compute into one AZ - 25060",Aurea Enterprise,InsideSales,2021,46,0,66,0,Y,4,,,,46,4,2021
Code Level Cost Reduction,CENPRO-25083,"Prod2 Code Level Cost Reduction - CNU: FogBugz: Move Mail Server off VMC - 25083",DevFactory,CNU,2021,39,0,20,0,Y,3,,,,39,3,2021
Change,CENPRO-25084,"Prod2 Change - DF 3rd Party: TM Forum API: Enable external usage - 25084",DevFactory,DF 3rd Party,2021,37,1,5,0,Y,3,,,,37,3,2021
Product Vision,CENPRO-25225,"Prod3 Product Vision - DevFactory: Education Platform: Education Platform Vision Roadmap - 25225",DevFactory,DevFactory,2021,39,0,16,0,Y,3,,,,39,3,2021
Cost Optimization,CENPRO-25299,"CO1 Cost Optimization - DevFactory: Cost Optimization Product: CO1 - Scale EFS provisioned thruput - 25299",DevFactory,DevFactory,2021,49,0,82,0,Y,4,,,,49,4,2021
Change,CENPRO-25301,"Prod2 Change - CNU: CloudFix: CloudFix User Permissions - 25301",DevFactory,CNU,2021,38,0,6,0,Y,3,,,,38,3,2021
Technical Teardown,CENPRO-25304,"Prod2 Technical Teardown - DevFactory: Upland: BlueVenn Engage - 25304",DevFactory,DevFactory,2021,49,0,81,2,N,4,,,,49,4,2021
Technical Teardown,CENPRO-25306,"Prod2 Technical Teardown - InsideSales: Plays and Robots: Plays and Robots - 25306",Aurea Enterprise,InsideSales,2021,42,0,34,0,Y,4,,,,42,4,2021
Technical Teardown,CENPRO-25330,"Prod2 Technical Teardown - Central Core: ALP: ALP - 25330",DevFactory,Central Core,2021,41,0,28,0,Y,4,,,,41,4,2021
Technical Teardown,CENPRO-25417,"Prod2 Technical Teardown - DF 3rd Party: Cloud Charging and Billing: TT for Cloud Charging - 25417",DevFactory,DF 3rd Party,2021,44,0,46,0,Y,4,,,,44,4,2021
Technical Teardown,CENPRO-25438,"Prod2 Technical Teardown - DevFactory: Other: Facebook Ads - 25438",DevFactory,DevFactory,2021,41,0,24,0,Y,4,,,,41,4,2021
Cost Optimization,CENPRO-25507,"CO1 Cost Optimization - DevFactory: Cost Optimization Product: CO1 - Right-size Elasticsearch volumes and turn on autoscaling - 25507",DevFactory,DevFactory,2021,43,0,34,0,Y,4,,,,43,4,2021
New,CENPRO-25560,"Prod2 New - DF 3rd Party: Cloud Charging and Billing: Rating Enhancements - Wave 1 - 25560",DevFactory,DF 3rd Party,2021,44,0,38,0,Y,4,,,,44,4,2021
Change,CENPRO-25562,"Prod2 Change - Sococo: Sococo: Rule-based space assignments - 25562",Crossover,Sococo,2021,48,0,67,0,Y,4,,,,48,4,2021
Code Level Cost Reduction,CENPRO-25581,"Prod2 Code Level Cost Reduction - SaaS Central: SaaS Central: Central RDS Consolidation - 25581",DevFactory,SaaS Central,2021,46,0,53,1,N,4,,,,46,4,2021
Technical Teardown,CENPRO-25636,"Prod2 Technical Teardown - DevFactory: Other: Microsoft Active Directory - Directory Service - 25636",DevFactory,DevFactory,2021,44,0,38,0,Y,4,,,,44,4,2021
Technical Teardown,CENPRO-25637,"Prod2 Technical Teardown - DevFactory: Other: LinkedIn - Directory Service - 25637",DevFactory,DevFactory,2021,43,0,31,0,Y,4,,,,43,4,2021
Technical Teardown,CENPRO-25638,"Prod2 Technical Teardown - DevFactory: Other: Second Life - Directory Service - 25638",DevFactory,DevFactory,2021,46,0,52,0,Y,4,,,,46,4,2021
Technical Teardown,CENPRO-25639,"Prod2 Technical Teardown - DevFactory: Other: Roblox - Directory Service - 25639",DevFactory,DevFactory,2021,43,0,42,0,Y,4,,,,43,4,2021
Technical Teardown,CENPRO-25641,"Prod2 Technical Teardown - DevFactory: Other: Facebook Workplace - Directory Service - 25641",DevFactory,DevFactory,2021,42,0,19,0,Y,4,,,,42,4,2021
Technical Teardown,CENPRO-25642,"Prod2 Technical Teardown - DevFactory: Other: Google Workspace - Directory Service - 25642",DevFactory,DevFactory,2021,46,0,52,0,Y,4,,,,46,4,2021
Cost Optimization,CENPRO-25643,"CO1 Cost Optimization - DevFactory: Cost Optimization Product: CO1 - Switch Lambda to Graviton - 25643",DevFactory,DevFactory,2021,44,0,38,0,Y,4,,,,44,4,2021
Technical Teardown,CENPRO-25730,"Prod2 Technical Teardown - DevFactory: Other: Porter - 25730",DevFactory,DevFactory,2021,43,0,27,0,Y,4,,,,43,4,2021
Company Technical Teardown,CENPRO-25732,"Prod2 Company Technical Teardown - Imports: Constellant: Constellant - 25732",Imports,Imports,2021,41,0,13,0,Y,4,,,,41,4,2021
Technical Teardown,CENPRO-25733,"Prod2 Technical Teardown - Imports: Constellant: Constellant - 25733",Imports,Imports,2021,42,0,15,0,Y,4,,,,42,4,2021
